NO,作答ID,用户ID,开始时间,结束时间,作答总时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,请阅读上述知情同意书,您目前是否在职（包括全职、兼职、灵活、自雇等）？,过去一个月，您平均每周锻炼几次？,您每次锻炼平均多长时间（分钟）,[image],[image],[image],[image],Source,Frame,您觉得刚刚给出的健身计划是,您觉得刚刚给出的健身计划是,您觉得刚刚给出的健身计划是,Attitude,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我预计会按照健身计划的建议去做,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我想要按照给的健身计划的建议去做,根据刚刚阅读的运动健康计划，请根据您的真实想法，评价以下每句话与您情况的符合程度-我打算按照健身计划的建议去做,Intention,如果你真的很有动力，对你来说，接下来一个月里坚持规律运动的难易程度是？「规律运动」是指：在空闲时间里，每周至少3次，每次持续20到30分钟以上的高强度体育活动，其强度足以感到呼吸急促、心跳加快并大量出汗。,如果你真的很有动力，你有多大信心能在接下来一个月里坚持规律运动？,如果你真的很有动力，你有多确定自己能在接下来一个月里坚持规律运动？,SE,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,您觉得AI聊天机器人是,Trust,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我经常思考我的健康问题,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我非常在意自己的健康,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我非常关注自己的健康,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我经常检查自己的健康状况,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我会注意一天当中身体的感受,以下是一些关于您对自己健康看法的陈述。请根据实际情况，选择最能描述您的选项-我通常能意识到自己的健康状况,HC,Sex,您的年龄是,您的工作类型是,您的工作类型是-其他-文本,您的工作方式是,您觉得您平常的工作需要久坐吗,您从事的行业是,您从事的行业是-其他-文本,您的工作地点是,您的最高学历是
68,nNq4WZ3dlVn,eEKjKD67,2026-04-03 17:19:18,2026-04-03 17:25:07,349,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.104.78.159,113.4376730,23.1145250,广东省,广州市,MOBILE,Android,Chrome,384px*854px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,,1,,,0,0,6,7,6,6.33333333333333,5,6,5,5.33333333333333,5,6,5,5.33333333333333,6,5,4,6,7,5.6,5,6,5,4,6,5,5.16666666666667,1,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,硕士及以上
69,XONEwyqVobG,7BGjZ3zL,2026-04-03 17:19:03,2026-04-03 17:25:04,361,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,120.231.3.75,111.5096840,22.7256150,广东省,云浮市,MOBILE,Android,Chrome,360px*800px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,1,,,0,0,6,7,6,6.33333333333333,6,7,6,6.33333333333333,5,6,6,5.66666666666667,6,5,6,5,5,5.4,5,6,6,5,5,6,5.5,1,32,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
70,nNq4WZRQ6oB,J7BZBxd7,2026-04-03 17:18:35,2026-04-03 17:25:03,388,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,180.98.24.155,120.1226768,31.9169353,江苏省,南京市,MOBILE,iOS,Apple WebKit,320px*693px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,60,,,,1,1,0,6,7,6,6.33333333333333,7,6,7,6.66666666666667,6,7,6,6.33333333333333,6,5,5,6,6,5.6,7,6,6,7,6,7,6.5,1,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
71,NRjEbEzOdzm,LwPoN9qe,2026-04-03 17:18:50,2026-04-03 17:24:58,368,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.55.170.75,110.3472900,22.7089590,广西壮族自治区,玉林市,MOBILE,Android,Chrome,360px*792px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,10,,,,1,1,0,5,5,5,5,5,5,5,5,5,3,5,4.33333333333333,5,5,5,5,5,5,7,7,6,5,5,5,5.83333333333333,0,33,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,三线及以下城市,副学士 / 大专
72,oBgpWpr9jJW,leNQmRWL,2026-04-03 17:18:57,2026-04-03 17:24:56,359,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,110.176.69.141,112.4644750,37.8378380,山西省,太原市,MOBILE,Android,Chrome,360px*792px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,35,,1,,,0,0,7,7,5,6.33333333333333,7,5,6,6,6,5,5,5.33333333333333,7,5,6,6,7,6.2,5,7,6,5,6,7,6,0,25,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,副学士 / 大专
73,bNPBn2ZZO4y,2Md3VrQe,2026-04-03 17:18:34,2026-04-03 17:24:46,372,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.104.158.107,120.3979240,31.6222780,江苏省,无锡市,MOBILE,Android,Chrome,360px*800px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,45,,,,1,1,0,7,6,7,6.66666666666667,6,7,6,6.33333333333333,5,5,6,5.33333333333333,6,5,6,6,6,5.8,5,6,6,7,6,5,5.83333333333333,0,45,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
74,gnX45PVPyKQ,M1KRYdDL,2026-04-03 17:18:33,2026-04-03 17:24:43,370,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,122.141.133.158,125.9522320,41.7348130,吉林省,通化市,MOBILE,Android,Chrome,370px*822px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,45,,,,1,1,0,6,6,6,6,4,5,5,4.66666666666667,5,5,5,5,5,5,4,5,5,4.8,5,6,6,4,5,5,5.16666666666667,0,36,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
75,WPAnr3P8ABy,VMJaW1de,2026-04-03 17:18:31,2026-04-03 17:24:42,371,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,36.62.69.25,116.3877390,32.5298100,安徽省,阜阳市,MOBILE,Android,Chrome,388px*837px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,40,,,,1,1,0,7,6,7,6.66666666666667,5,6,6,5.66666666666667,6,5,7,6,6,5,7,6,6,6,6,7,5,7,5,6,6,0,31,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,硕士及以上
76,NRjEbW2RgoR,7BGG0wdL,2026-04-03 17:20:35,2026-04-03 17:24:38,243,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,112.96.208.88,111.9947830,23.0600590,广东省,云浮市,MOBILE,Android,Chrome,360px*640px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,30,,,,1,1,1,5,6,5,5.33333333333333,5,4,5,4.66666666666667,5,4,5,4.66666666666667,4,3,4,4,5,4,5,7,7,5,5,6,5.83333333333333,1,29,全职员工（每周 ≥35 小时）,,工作地点不固定 / 经常外出工作,需要,其他,生产人员,三线及以下城市,高中及以下
77,lxyapgvGW35,4en3WEAM,2026-04-03 17:18:49,2026-04-03 17:24:37,348,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.144.107.165,121.4294233,31.1761619,上海市,市辖区,MOBILE,iOS,Apple WebKit,430px*932px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,40,1,,,,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,36,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,硕士及以上
78,lxyapgYWYQp,M9XBbA9e,2026-04-03 17:18:31,2026-04-03 17:24:37,366,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,106.84.128.165,106.2675400,29.4192650,重庆市,市辖区,MOBILE,Android,Chrome,394px*853px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,30,1,,,,0,1,7,7,6,6.66666666666667,6,6,7,6.33333333333333,5,7,6,6,7,6,7,7,5,6.4,6,7,7,7,6,5,6.33333333333333,0,23,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,医疗 / 健康（如：医生、护士、药学、公共卫生、健康管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
79,gnX4589aPGn,7lOWyDxM,2026-04-03 17:18:58,2026-04-03 17:24:32,334,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,119.143.195.120,113.3028520,22.7164950,广东省,佛山市,MOBILE,Android,Chrome,320px*694px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,,1,,,0,0,6,7,6,6.33333333333333,6,7,7,6.66666666666667,6,7,6,6.33333333333333,6,7,6,6,7,6.4,6,7,6,7,6,7,6.5,1,54,全职员工（每周 ≥35 小时）,,工作地点不固定 / 经常外出工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,二线城市,本科
80,gnX458Wr0xl,QL0266NM,2026-04-03 17:18:41,2026-04-03 17:24:30,349,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,183.228.15.234,106.5481667,29.4683238,重庆市,市辖区,MOBILE,iOS,Apple WebKit,414px*896px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,1,,,,0,1,5,6,5,5.33333333333333,6,5,6,5.66666666666667,5,6,5,5.33333333333333,6,5,6,6,5,5.6,6,5,6,5,5,5,5.33333333333333,0,37,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
81,oBgpWK9oGbB,en90DdmL,2026-04-03 17:18:51,2026-04-03 17:24:30,339,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.104.194.72,120.4537647,36.1361317,山东省,青岛市,MOBILE,iOS,Apple WebKit,414px*896px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,45,1,,,,0,1,6,7,7,6.66666666666667,6,7,7,6.66666666666667,7,6,6,6.33333333333333,6,6,7,4,6,5.8,6,7,6,7,6,6,6.33333333333333,1,29,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,其他,高层管理人员,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
82,XONEwW4jGv5,eP2yENo7,2026-04-03 17:18:55,2026-04-03 17:24:28,333,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.144.27.106,113.5680670,34.7875970,河南省,郑州市,MOBILE,Android,Chrome,393px*873px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,40,,,1,,1,1,6,6,5,5.66666666666667,5,6,6,5.66666666666667,6,6,7,6.33333333333333,6,5,6,5,5,5.4,5,6,6,7,7,5,6,0,46,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
83,bNPBn1jZbmd,M9XyDoRe,2026-04-03 17:19:07,2026-04-03 17:24:25,318,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,223.104.53.7,118.5944130,24.9253070,福建省,泉州市,MOBILE,Android,Chrome,360px*803px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,30,,,1,,1,1,6,5,7,6,5,6,6,5.66666666666667,3,4,3,3.33333333333333,4,6,5,6,5,5.2,7,6,6,5,7,7,6.33333333333333,0,28,全职员工（每周 ≥35 小时）,,工作地点不固定 / 经常外出工作,不需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,二线城市,本科
84,mn8jAWk4JJD,BMDEldD7,2026-04-03 17:19:09,2026-04-03 17:24:23,314,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,123.196.16.26,120.3792520,36.1025430,山东省,青岛市,MOBILE,Android,Chrome,360px*800px,"Stimuli C. human gain,Stimuli C. human gain",本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,20,,,1,,1,1,7,6,6,6.33333333333333,6,7,6,6.33333333333333,5,6,5,5.33333333333333,3,2,3,2,2,2.4,6,7,7,6,5,6,6.16666666666667,0,27,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
85,mn8jAWP5mrA,kM1ogBkL,2026-04-03 17:18:36,2026-04-03 17:24:22,346,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,113.84.160.63,113.9391370,22.6779820,广东省,深圳市,MOBILE,Android,Chrome,407px*904px,"Stimuli C. human gain,Stimuli C. human gain",本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,45,,,1,,1,1,6,7,7,6.66666666666667,6,6,7,6.33333333333333,5,6,6,5.66666666666667,6,6,7,6,7,6.4,6,6,6,7,5,6,6,1,35,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,高中及以下
86,mn8jAo3bEBA,veEXAqJL,2026-04-03 17:18:50,2026-04-03 17:24:16,326,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,110.176.37.129,112.4182430,35.4747640,山西省,太原市,MOBILE,Android,Chrome,407px*904px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,1,,,,0,1,7,7,6,6.66666666666667,7,6,6,6.33333333333333,6,7,7,6.66666666666667,7,6,7,7,7,6.8,7,7,6,7,7,7,6.83333333333333,1,37,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,三线及以下城市,本科
87,vNaPWZBDZnQ,M1KvxRkL,2026-04-03 17:18:54,2026-04-03 17:24:16,322,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,171.106.123.179,109.9958220,24.9890640,广西壮族自治区,南宁市,MOBILE,Android,Chrome,407px*904px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,60,,1,,,0,0,4,4,5,4.33333333333333,3,4,4,3.66666666666667,6,6,7,6.33333333333333,5,5,4,5,6,5,4,5,5,4,6,6,5,1,28,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,医疗 / 健康（如：医生、护士、药学、公共卫生、健康管理等）,,三线及以下城市,本科
88,oBgpWZYdJ60,MDPrvYqM,2026-04-03 17:17:15,2026-04-03 17:24:08,413,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,39.165.21.208,113.6095370,33.4419210,河南省,漯河市,MOBILE,Android,Chrome,320px*712px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,,1,,,0,0,7,7,6,6.66666666666667,6,7,6,6.33333333333333,6,6,7,6.33333333333333,7,7,6,6,6,6.4,6,7,7,6,7,6,6.5,1,48,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,三线及以下城市,本科
89,gnX45DvpXkJ,0ey1QBne,2026-04-03 17:19:06,2026-04-03 17:24:14,308,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.58.68.103,109.5858300,23.1246290,广西壮族自治区,贵港市,MOBILE,Android,Chrome,769px*1174px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,20,,,1,,1,1,5,6,7,6,5,6,6,5.66666666666667,4,5,5,4.66666666666667,6,5,5,6,5,5.4,4,5,5,4,5,6,4.83333333333333,0,26,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,三线及以下城市,本科
90,XONEw6lvvpo,2MdV02QL,2026-04-03 17:18:48,2026-04-03 17:24:14,326,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,140.240.59.179,109.9658010,18.4193630,海南省,省直辖县级行政区划,MOBILE,Android,Chrome,363px*800px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,60,,,1,,1,1,7,6,7,6.66666666666667,5,6,7,6,5,5,6,5.33333333333333,7,6,5,5,7,6,7,7,6,7,5,7,6.5,1,29,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,政府 / 公共服务（如：政府机构、事业单位、公共管理、社会服务机构等）,,二线城市,本科
91,NRjEbkkDzPb,e5yy3q8e,2026-04-03 17:18:44,2026-04-03 17:24:10,326,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,36.28.67.141,120.5651080,30.6304800,浙江省,杭州市,MOBILE,iOS,Apple WebKit,393px*852px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,40,1,,,,0,1,6,6,6,6,5,6,6,5.66666666666667,3,5,5,4.33333333333333,5,5,6,7,6,5.8,6,7,7,6,5,6,6.16666666666667,0,24,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,文创 / 传媒 / 广告（如：媒体、艺术、内容创作、设计、市场营销、广告、公关等）,,三线及以下城市,本科
92,XONEw6J9QdD,z7lXy357,2026-04-03 17:18:35,2026-04-03 17:24:10,335,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,61.159.178.105,109.2017858,27.7454381,贵州省,铜仁市,MOBILE,iOS,Apple WebKit,390px*844px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,60,,,,1,1,0,6,7,6,6.33333333333333,5,6,5,5.33333333333333,6,7,7,6.66666666666667,4,4,4,5,5,4.4,5,6,6,4,6,6,5.5,1,25,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,需要,教育 / 科研（如：学校教师、培训机构、大学研究人员、科研机构等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
93,mn8jA2YjQ3d,LwP9E3pe,2026-04-03 17:18:53,2026-04-03 17:24:09,316,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,36.28.194.38,120.2330090,30.4622550,浙江省,杭州市,MOBILE,Android,Chrome,362px*804px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,1,,,0,0,7,7,6,6.66666666666667,6,7,6,6.33333333333333,7,6,7,6.66666666666667,5,5,6,6,7,5.8,6,7,7,6,6,7,6.5,1,22,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
94,Q453bqxz04Y,en9DyWaL,2026-04-03 17:18:39,2026-04-03 17:23:50,311,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,139.207.44.26,103.8785152,30.7837340,四川省,成都市,MOBILE,iOS,Apple WebKit,375px*812px,"Stimuli D. human loss,Stimuli D. human loss",本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,30,,,,1,1,0,6,7,6,6.33333333333333,7,6,6,6.33333333333333,5,6,7,6,5,5,6,5,5,5.2,4,6,6,5,6,6,5.5,0,54,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,副学士 / 大专
95,mn8jA0V0Ev4,o7jvPgn7,2026-04-03 17:18:29,2026-04-03 17:23:48,319,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,106.8.184.251,116.6074000,41.2495660,河北省,承德市,MOBILE,Android,Chrome,407px*904px,Stimuli D. human loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,2次,30,,,,1,0,0,5,6,5,5.33333333333333,6,5,5,5.33333333333333,4,6,5,5,5,4,5,5,5,4.8,4,5,6,4,5,5,4.83333333333333,0,41,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,三线及以下城市,硕士及以上
96,WPAnr5qkKKJ,LwP0d4ve,2026-04-03 17:18:48,2026-04-03 17:23:46,298,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.58.214.108,108.2505220,22.8366090,广西壮族自治区,南宁市,MOBILE,Android,Chrome,360px*800px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,38,,,1,,1,1,7,6,6,6.33333333333333,7,7,7,7,6,7,7,6.66666666666667,6,6,7,6,7,6.4,7,7,7,6,6,7,6.66666666666667,1,32,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,二线城市,本科
97,lxyapz8qdZ5,pLzYyJ87,2026-04-03 17:18:52,2026-04-03 17:23:33,281,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,42.102.132.104,130.9533200,45.2602880,黑龙江省,哈尔滨市,MOBILE,Android,Chrome,360px*800px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,40,1,,,,0,1,6,7,6,6.33333333333333,6,6,6,6,6,5,6,5.66666666666667,6,7,6,6,7,6.4,5,6,6,7,6,6,6,0,33,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
98,XONEwbWadgd,e4BXWXD7,2026-04-03 17:18:31,2026-04-03 17:23:31,300,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.55.101.172,113.1274750,29.3727710,湖南省,益阳市,MOBILE,Android,Chrome,370px*822px,Stimuli B. AI loss,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,30,,1,,,0,1,6,6,6,6,5,5,5,5,5,5,5,5,7,7,6,7,7,6.8,7,7,7,5,5,5,6,0,43,全职员工（每周 ≥35 小时）,,混合办公（办公室 + 远程）,不需要,金融 / 法律 / 咨询（如：银行、保险、投资、证券、会计、法律服务、管理咨询等）,,三线及以下城市,高中及以下
99,Q453bxjrjab,WMRZNp8M,2026-04-03 17:18:37,2026-04-03 17:23:30,293,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,111.55.10.72,109.4129740,24.3783780,广西壮族自治区,柳州市,MOBILE,Android,Chrome,424px*946px,Stimuli C. human gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,70,,,1,,1,1,6,6,7,6.33333333333333,5,6,6,5.66666666666667,6,7,6,6.33333333333333,4,5,4,5,5,4.6,3,4,4,3,5,5,4,0,40,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
100,XONEwbAP035,7XA5WwGL,2026-04-03 17:18:59,2026-04-03 17:23:30,271,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,110.184.183.87,104.0065060,30.6254800,四川省,成都市,MOBILE,Android,Chrome,360px*800px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,4次及以上,30,1,,,,0,1,7,6,6,6.33333333333333,5,6,5,5.33333333333333,6,7,6,6.33333333333333,5,6,5,5,6,5.4,5,6,7,5,5,6,5.66666666666667,1,38,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,制造 / 工程（如：制造业、机械工程、建筑工程、生产管理等）,,新一线城市及省会（如：成都、武汉、南京、重庆、武汉、天津、苏州、长沙、东莞、青岛、宁波、合肥、西安、郑州、佛山等）,本科
101,gnX45BgaqWn,e8YXGoXM,2026-04-03 17:18:55,2026-04-03 17:23:29,274,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,183.46.68.234,113.3433136,23.1028593,广东省,广州市,MOBILE,iOS,Apple WebKit,390px*844px,"Stimuli C. human gain,Stimuli C. human gain",本人已閱讀及明白上述內容，我同意參與這項研究,是,3次,120,,,1,,1,1,6,6,6,6,6,6,6,6,6,6,6,6,5,4,3,4,3,3.8,6,6,5,5,5,5,5.33333333333333,0,24,全职员工（每周 ≥35 小时）,,主要在办公室工作,需要,互联网 / 科技 （如：软件开发、IT、互联网产品、数据分析、平台运营等）,,一线城市（如：北京、上海、广州、深圳、杭州）,本科
102,NRjEbQy9J1r,epD9PkBe,2026-04-03 17:18:58,2026-04-03 17:23:27,269,数据集市,iqyiiq,运动健康建议和职场人行为意图的研究,120.239.200.196,113.2812740,22.2126810,广东省,珠海市,MOBILE,Android,Chrome,360px*780px,Stimuli A. AI gain,本人已閱讀及明白上述內容，我同意參與這項研究,是,1次,30分钟,1,,,,0,1,3,5,5,4.33333333333333,4,4,4,4,4,5,5,4.66666666666667,5,5,4,5,5,4.8,3,5,5,5,6,6,5,1,37,合同制 / 临时雇员,,工作地点不固定 / 经常外出工作,不需要,零售 / 服务业（如：销售、餐饮、酒店、客户服务、物流、电商运营等）,,二线城市,本科
